Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Fecha de facturacion,Año,Forma de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Estado,País,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Venta,Cantidad,Descuento,Ganancia
4507,MX-2017-153150,10/4/2017,13/4/2017,20/4/2017,2017,Rápido,ML-18790,Melanio Lerma,Pequeña empresa,Managua,Managua,Nicaragua,Centro,TEC-TE-10004798,Tecnología,Teléfonos,Nokia Base de audio  Al por mayor,3.337,3,0%,33
4508,MX-2017-153150,10/4/2017,13/4/2017,20/4/2017,2017,Rápido,ML-18790,Melanio Lerma,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-AL-10000417,Material de oficina,Almacenamiento,Fellowes Carpetas  Tamaño completo,1.233,7,0%,283
4509,MX-2017-153150,10/4/2017,13/4/2017,20/4/2017,2017,Rápido,ML-18790,Melanio Lerma,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-CA-10004672,Material de oficina,Carpetas,Acco Perforador  Económico,602,3,0%,48
4541,MX-2017-163559,16/3/2017,21/3/2017,28/3/2017,2017,Estándar,MN-18160,Macarena Nava,Cliente,Managua,Managua,Nicaragua,Centro,MAT-SO-10001690,Material de oficina,Sobres,Jiffy Paquetes  Reciclado,1.679,7,0%,536
4600,MX-2015-130218,10/12/2015,14/12/2015,21/12/2015,2015,Estándar,RV-20500,Regina Vega,Cliente,Managua,Managua,Nicaragua,Centro,MAT-ET-10000903,Material de oficina,Etiquetas,Hon Etiquetas extraíbles  Ajustable,272,5,0%,40
5087,MX-2018-152345,16/12/2018,19/12/2018,26/12/2018,2018,Urgente,HD-15790,Herminio Díaz,Cliente,Managua,Managua,Nicaragua,Centro,MAT-CA-10002495,Material de oficina,Carpetas,Acco Carpeta  Duradero,222,2,0%,111
5088,MX-2018-152345,16/12/2018,19/12/2018,26/12/2018,2018,Urgente,HD-15790,Herminio Díaz,Cliente,Managua,Managua,Nicaragua,Centro,MAT-PA-10004187,Material de oficina,Papel,Enermax Material de oficina  Premium,628,2,0%,75
5354,MX-2015-128902,26/10/2015,2/11/2015,9/11/2015,2015,Estándar,LG-17920,Leonor Gómez,Cliente,Managua,Managua,Nicaragua,Centro,MOB-ME-10000216,Mobiliario,Mesas,Hon Mesa de café  Blanco,3.393,2,20%,509
5355,MX-2015-128902,26/10/2015,2/11/2015,9/11/2015,2015,Estándar,LG-17920,Leonor Gómez,Cliente,Managua,Managua,Nicaragua,Centro,TEC-AC-10002193,Tecnología,Accesorios,Belkin Tarjeta de memoria  Blanco,6.757,9,0%,1757
5356,MX-2015-128902,26/10/2015,2/11/2015,9/11/2015,2015,Estándar,LG-17920,Leonor Gómez,Cliente,Managua,Managua,Nicaragua,Centro,MOB-SI-10002563,Mobiliario,Sillas,SAFCO Estora  2,828,2,0%,82
5357,MX-2015-128902,26/10/2015,2/11/2015,9/11/2015,2015,Estándar,LG-17920,Leonor Gómez,Cliente,Managua,Managua,Nicaragua,Centro,MOB-MO-10000239,Mobiliario,Mobiliario,Rubvermaid Tope para puertas  Surtido,877,3,0%,412
5358,MX-2015-128902,26/10/2015,2/11/2015,9/11/2015,2015,Estándar,LG-17920,Leonor Gómez,Cliente,Managua,Managua,Nicaragua,Centro,MAT-CA-10000917,Material de oficina,Carpetas,Avery Separadores  Económico,253,6,0%,14
5359,MX-2015-128902,26/10/2015,2/11/2015,9/11/2015,2015,Estándar,LG-17920,Leonor Gómez,Cliente,Managua,Managua,Nicaragua,Centro,MAT-CA-10002699,Material de oficina,Carpetas,Acco Cubierta de carpeta  Reciclado,182,2,0%,16
6619,MX-2018-154704,6/8/2018,9/8/2018,16/8/2018,2018,Rápido,GO-15400,Gracias Olivera,Empresa,Managua,Managua,Nicaragua,Centro,MAT-SU-10004335,Material de oficina,Suministros,Elite Recortadora  Industrial,577,2,0%,144
6620,MX-2018-154704,6/8/2018,9/8/2018,16/8/2018,2018,Rápido,GO-15400,Gracias Olivera,Empresa,Managua,Managua,Nicaragua,Centro,MAT-PA-10000460,Material de oficina,Papel,Enermax Agenda  Multicolor,319,2,0%,80
6757,MX-2017-156286,17/12/2017,19/12/2017,26/12/2017,2017,Rápido,CS-13075,Cesar Sedillo,Empresa,Managua,Managua,Nicaragua,Centro,MAT-GR-10000827,Material de oficina,Grapas,OIC Chinchetas  Al por mayor,281,3,0%,121
8142,MX-2018-102946,23/11/2018,26/11/2018,3/12/2018,2018,Urgente,ES-14230,Emiliana Serna,Empresa,Managua,Managua,Nicaragua,Centro,TEC-TE-10002171,Tecnología,Teléfonos,Cisco Teléfono de oficina  Azul,1.609,3,0%,772
8519,MX-2017-153430,12/11/2017,15/11/2017,22/11/2017,2017,Urgente,QM-20155,Quinto Muñoz,Pequeña empresa,Managua,Managua,Nicaragua,Centro,TEC-AC-10002474,Tecnología,Accesorios,Logitech Router  Negro,3.300,2,0%,1188
8520,MX-2017-153430,12/11/2017,15/11/2017,22/11/2017,2017,Urgente,QM-20155,Quinto Muñoz,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MOB-SI-10001060,Mobiliario,Sillas,Harbour Creations Silla plegable  Ajustable,2.008,3,0%,80
317,MX-2018-164112,28/10/2018,30/10/2018,6/11/2018,2018,Urgente,CM-12820,Cornelio Marín,Pequeña empresa,Managua,Managua,Nicaragua,Centro,TEC-MÁ-10001177,Tecnología,Máquinas,StarTech Inyección de tinta  Blanco,16.010,8,0%,3682
318,MX-2018-164112,28/10/2018,30/10/2018,6/11/2018,2018,Urgente,CM-12820,Cornelio Marín,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-EL-10003638,Material de oficina,Electrodomésticos,Breville Batidora  Plateado,3.033,5,0%,424
319,MX-2018-164112,28/10/2018,30/10/2018,6/11/2018,2018,Urgente,CM-12820,Cornelio Marín,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-SU-10004693,Material de oficina,Suministros,Acme Regla  Acero,537,5,0%,134
1859,MX-2018-136812,23/6/2018,23/6/2018,30/6/2018,2018,Mismo día,AT-10090,Alejandro Trejo,Cliente,Managua,Managua,Nicaragua,Centro,MOB-LI-10000230,Mobiliario,Librerías,Bush Estante de esquina  Metal,4.938,6,0%,641
1899,MX-2018-124744,17/12/2018,19/12/2018,26/12/2018,2018,Urgente,MS-18295,Marcial Sandoval,Empresa,Managua,Managua,Nicaragua,Centro,MAT-EL-10003978,Material de oficina,Electrodomésticos,Hamilton Beach Horno  Negro,18.059,5,0%,1264
1900,MX-2018-124744,17/12/2018,19/12/2018,26/12/2018,2018,Urgente,MS-18295,Marcial Sandoval,Empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10000384,Mobiliario,Librerías,Dania Librería clásica  Blanco,2.755,1,0%,496
1901,MX-2018-124744,17/12/2018,19/12/2018,26/12/2018,2018,Urgente,MS-18295,Marcial Sandoval,Empresa,Managua,Managua,Nicaragua,Centro,MAT-SO-10001166,Material de oficina,Sobres,GlobeWeis Sobres de uso interno  Rojo,685,2,0%,54
1902,MX-2018-124744,17/12/2018,19/12/2018,26/12/2018,2018,Urgente,MS-18295,Marcial Sandoval,Empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10000130,Mobiliario,Librerías,Dania Biblioteca  Negro,12.125,5,0%,6062
1903,MX-2018-124744,17/12/2018,19/12/2018,26/12/2018,2018,Urgente,MS-18295,Marcial Sandoval,Empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10004751,Mobiliario,Librerías,Dania Estante de esquina  Negro,5.760,7,0%,1208
1904,MX-2018-124744,17/12/2018,19/12/2018,26/12/2018,2018,Urgente,MS-18295,Marcial Sandoval,Empresa,Managua,Managua,Nicaragua,Centro,MOB-MO-10003776,Mobiliario,Mobiliario,Eldon Reloj  Negro,754,2,0%,301
1905,MX-2018-124744,17/12/2018,19/12/2018,26/12/2018,2018,Urgente,MS-18295,Marcial Sandoval,Empresa,Managua,Managua,Nicaragua,Centro,MAT-SU-10003623,Material de oficina,Suministros,Fiskars Cizallas  Industrial,328,1,0%,164
2588,MX-2016-145058,14/6/2016,19/6/2016,26/6/2016,2016,Estándar,BL-11890,Baudilio Lozada,Cliente,Managua,Managua,Nicaragua,Centro,TEC-CO-10002286,Tecnología,Copiadoras,HP Fotocopiadora personal  2,1.654,2,0%,725
2675,MX-2018-100041,29/10/2018,4/11/2018,11/11/2018,2018,Estándar,AB-10645,Alexia Bonilla,Cliente,Managua,Managua,Nicaragua,Centro,MOB-LI-10001625,Mobiliario,Librerías,Dania Librería  Convencional,5.674,7,0%,1645
2676,MX-2018-100041,29/10/2018,4/11/2018,11/11/2018,2018,Estándar,AB-10645,Alexia Bonilla,Cliente,Managua,Managua,Nicaragua,Centro,MAT-ET-10004190,Material de oficina,Etiquetas,Smead Etiquetas con códigos de color  Rojo,172,2,0%,82
3079,MX-2018-101924,31/10/2018,3/11/2018,10/11/2018,2018,Rápido,HP-15910,Homero Paredes,Cliente,Managua,Managua,Nicaragua,Centro,MOB-MO-10004742,Mobiliario,Mobiliario,Deflect-O Reloj  Negro,2.012,6,0%,301
3184,MX-2015-125703,8/4/2015,13/4/2015,20/4/2015,2015,Rápido,RC-20605,Rocío Chávez,Cliente,Managua,Managua,Nicaragua,Centro,MAT-SO-10001690,Material de oficina,Sobres,Jiffy Paquetes  Reciclado,240,1,0%,77
3263,MX-2015-140851,1/6/2015,6/6/2015,13/6/2015,2015,Estándar,GV-15430,Germán Vallejo,Cliente,Managua,Managua,Nicaragua,Centro,MOB-ME-10004739,Mobiliario,Mesas,Bevis Mesa de formación  Blanco,5.395,3,20%,1888
3264,MX-2015-140851,1/6/2015,6/6/2015,13/6/2015,2015,Estándar,GV-15430,Germán Vallejo,Cliente,Managua,Managua,Nicaragua,Centro,TEC-TE-10002764,Tecnología,Teléfonos,Apple Auriculares  Azul,1.465,3,0%,718
3526,MX-2015-135440,26/2/2015,28/2/2015,7/3/2015,2015,Rápido,AE-11380,Araceli Echevarría,Empresa,Managua,Managua,Nicaragua,Centro,TEC-CO-10001006,Tecnología,Copiadoras,Sharp Fax  Color,9.883,5,0%,1267
3527,MX-2015-135440,26/2/2015,28/2/2015,7/3/2015,2015,Rápido,AE-11380,Araceli Echevarría,Empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10004184,Mobiliario,Librerías,Safco Vitrina  Blanco,6.854,6,0%,2809
3528,MX-2015-135440,26/2/2015,28/2/2015,7/3/2015,2015,Rápido,AE-11380,Araceli Echevarría,Empresa,Managua,Managua,Nicaragua,Centro,MOB-MO-10003614,Mobiliario,Mobiliario,Rubvermaid Reloj  Negro,669,2,0%,328
3529,MX-2015-135440,26/2/2015,28/2/2015,7/3/2015,2015,Rápido,AE-11380,Araceli Echevarría,Empresa,Managua,Managua,Nicaragua,Centro,MAT-PA-10002410,Material de oficina,Papel,Green Bar Papel de tipo pergamino  Reciclado,111,1,0%,32
3591,MX-2017-134572,17/11/2017,21/11/2017,28/11/2017,2017,Estándar,ML-18940,Moisés Lucio,Cliente,Managua,Managua,Nicaragua,Centro,TEC-TE-10003464,Tecnología,Teléfonos,Nokia Auriculares  Tamaños variados,1.519,3,0%,714
3607,MX-2018-152163,12/7/2018,17/7/2018,24/7/2018,2018,Estándar,UP-21370,Urías Pantoja,Empresa,Managua,Managua,Nicaragua,Centro,MAT-SU-10004001,Material de oficina,Suministros,Fiskars Cizallas  Acero,627,2,0%,301
3608,MX-2018-152163,12/7/2018,17/7/2018,24/7/2018,2018,Estándar,UP-21370,Urías Pantoja,Empresa,Managua,Managua,Nicaragua,Centro,MAT-SO-10002251,Material de oficina,Sobres,GlobeWeis Sobre empresarial  Plateado,658,5,0%,282
3999,MX-2016-123176,26/10/2016,30/10/2016,6/11/2016,2016,Estándar,MA-18415,Mariano Alejandro,Cliente,Managua,Managua,Nicaragua,Centro,TEC-AC-10001993,Tecnología,Accesorios,Enermax Memoria USB  Blanco,787,3,0%,393
4000,MX-2016-123176,26/10/2016,30/10/2016,6/11/2016,2016,Estándar,MA-18415,Mariano Alejandro,Cliente,Managua,Managua,Nicaragua,Centro,TEC-TE-10004684,Tecnología,Teléfonos,Motorola Cargador  Tamaño completo,21.466,5,0%,4293
5434,MX-2015-147158,2/6/2015,7/6/2015,14/6/2015,2015,Estándar,YA-21880,Yanira Acuna,Empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10002546,Mobiliario,Librerías,Dania Biblioteca  Metal,4.825,2,0%,1302
5435,MX-2015-120096,17/10/2015,21/10/2015,28/10/2015,2015,Estándar,EC-13840,Elisa Collazo,Empresa,Managua,Managua,Nicaragua,Centro,MAT-AL-10002870,Material de oficina,Almacenamiento,Tenex Casilleros  Industrial,2.728,2,0%,1173
5436,MX-2015-120096,17/10/2015,21/10/2015,28/10/2015,2015,Estándar,EC-13840,Elisa Collazo,Empresa,Managua,Managua,Nicaragua,Centro,TEC-CO-10004377,Tecnología,Copiadoras,HP Fax  Color,6.016,3,0%,-12
5437,MX-2015-120096,17/10/2015,21/10/2015,28/10/2015,2015,Estándar,EC-13840,Elisa Collazo,Empresa,Managua,Managua,Nicaragua,Centro,TEC-AC-10003121,Tecnología,Accesorios,Belkin Tarjeta de memoria  Negro,1.534,2,0%,659
6466,MX-2016-163552,21/6/2016,26/6/2016,3/7/2016,2016,Estándar,TC-21085,Tina Cardona,Cliente,Managua,Managua,Nicaragua,Centro,MOB-SI-10003090,Mobiliario,Sillas,Harbour Creations Taburete  Ajustable,1.217,1,0%,511
6467,MX-2016-163552,21/6/2016,26/6/2016,3/7/2016,2016,Estándar,TC-21085,Tina Cardona,Cliente,Managua,Managua,Nicaragua,Centro,MAT-CA-10004559,Material de oficina,Carpetas,Cardinal Encuadernadora  Económico,2.986,9,0%,358
7083,MX-2017-117877,15/9/2017,17/9/2017,24/9/2017,2017,Rápido,JU-16765,Jessica Ulloa,Cliente,Managua,Managua,Nicaragua,Centro,MAT-SU-10002687,Material de oficina,Suministros,Elite Abrecartas  Rectangular,640,4,0%,282
7900,MX-2017-139353,26/2/2017,2/3/2017,9/3/2017,2017,Estándar,NL-19480,Nuncio Lugo,Cliente,Managua,Managua,Nicaragua,Centro,MAT-SU-10001708,Material de oficina,Suministros,Acme Recortadora  Acero,880,3,0%,352
7901,MX-2017-139353,26/2/2017,2/3/2017,9/3/2017,2017,Estándar,NL-19480,Nuncio Lugo,Cliente,Managua,Managua,Nicaragua,Centro,MAT-EL-10003997,Material de oficina,Electrodomésticos,Cuisinart Horno  Negro,7.170,2,0%,1219
8460,MX-2015-155180,20/10/2015,26/10/2015,2/11/2015,2015,Estándar,TO-21025,Tomás Olivera,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-PA-10003938,Material de oficina,Papel,Xerox Resma  Paquete de 12,1.016,5,0%,20
8461,MX-2015-155180,20/10/2015,26/10/2015,2/11/2015,2015,Estándar,TO-21025,Tomás Olivera,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-SU-10004064,Material de oficina,Suministros,Stiletto Abrecartas  Azul,568,3,0%,56
8518,MX-2017-118738,3/3/2017,7/3/2017,14/3/2017,2017,Estándar,CE-13150,Cintia Escobar,Empresa,Managua,Managua,Nicaragua,Centro,MOB-MO-10003083,Mobiliario,Mobiliario,Rubvermaid Bandeja apiladora  Negro,503,3,0%,176
9239,MX-2015-125059,9/12/2015,15/12/2015,22/12/2015,2015,Estándar,SG-20755,Serafín Girón,Empresa,Managua,Managua,Nicaragua,Centro,MAT-GR-10003560,Material de oficina,Grapas,Stockwell Pasadores  Metal,193,2,0%,4
9240,MX-2015-125059,9/12/2015,15/12/2015,22/12/2015,2015,Estándar,SG-20755,Serafín Girón,Empresa,Managua,Managua,Nicaragua,Centro,TEC-TE-10003714,Tecnología,Teléfonos,Nokia Amplificador de señal  Al por mayor,9.106,10,0%,1182
60,MX-2017-152611,12/10/2017,18/10/2017,25/10/2017,2017,Estándar,CB-13030,Crístofer Barraza,Pequeña empresa,Pinheiro,Maranhão,Brasil,Sur,TEC-TE-10002248,Tecnología,Teléfonos,Samsung Teléfono de oficina  Azul,3.913,9,0%,1447
280,MX-2016-119249,5/7/2016,5/7/2016,12/7/2016,2016,Mismo día,BL-11890,Baudilio Lozada,Cliente,Paço do Lumiar,Maranhão,Brasil,Sur,TEC-TE-10001258,Tecnología,Teléfonos,Samsung Cargador  Tamaños variados,34.080,8,0%,2386
1054,MX-2018-149902,13/12/2018,16/12/2018,23/12/2018,2018,Urgente,ÁU-10285,Águeda Urbina,Empresa,São Luís,Maranhão,Brasil,Sur,TEC-CO-10000974,Tecnología,Copiadoras,Canon Fotocopiadora  Digital,1.742,1,0%,119
1055,MX-2018-149902,13/12/2018,16/12/2018,23/12/2018,2018,Urgente,ÁU-10285,Águeda Urbina,Empresa,São Luís,Maranhão,Brasil,Sur,MAT-AR-10003442,Material de oficina,Arte,Boston Subrayadores  Azul,881,7,0%,123
1056,MX-2018-149902,13/12/2018,16/12/2018,23/12/2018,2018,Urgente,ÁU-10285,Águeda Urbina,Empresa,São Luís,Maranhão,Brasil,Sur,MAT-CA-10000896,Material de oficina,Carpetas,Cardinal Cubierta de carpeta  Duradero,360,4,0%,65
1680,MX-2016-133137,3/7/2016,7/7/2016,14/7/2016,2016,Estándar,JB-16675,Josefa Bueno,Empresa,São Luís,Maranhão,Brasil,Sur,MOB-SI-10004307,Mobiliario,Sillas,SAFCO Taburete  2,3.404,3,0%,1123
1681,MX-2016-133137,3/7/2016,7/7/2016,14/7/2016,2016,Estándar,JB-16675,Josefa Bueno,Empresa,São Luís,Maranhão,Brasil,Sur,MAT-AR-10002200,Material de oficina,Arte,Binney & Smith Lienzos  Tamaños variados,1.091,3,0%,87
2052,MX-2015-147858,11/3/2015,16/3/2015,23/3/2015,2015,Estándar,TO-21040,Teresa Olivera,Pequeña empresa,Grajaú,Maranhão,Brasil,Sur,MAT-AL-10000810,Material de oficina,Almacenamiento,Tenex Carpetas  Industrial,632,4,0%,12
2694,MX-2018-127061,15/12/2018,17/12/2018,24/12/2018,2018,Rápido,CV-12475,Cristina Vergara,Cliente,Grajaú,Maranhão,Brasil,Sur,MOB-MO-10000064,Mobiliario,Mobiliario,Deflect-O Tope para puertas  Surtido,587,2,0%,158
2695,MX-2018-127061,15/12/2018,17/12/2018,24/12/2018,2018,Rápido,CV-12475,Cristina Vergara,Cliente,Grajaú,Maranhão,Brasil,Sur,TEC-TE-10004612,Tecnología,Teléfonos,Apple Teléfono inteligente  Tamaño completo,4.984,6,0%,100
2696,MX-2018-127061,15/12/2018,17/12/2018,24/12/2018,2018,Rápido,CV-12475,Cristina Vergara,Cliente,Grajaú,Maranhão,Brasil,Sur,MOB-ME-10003211,Mobiliario,Mesas,Lesro Mesa de conferencias  Montada,4.582,1,20%,573
3243,MX-2018-136889,11/4/2018,16/4/2018,23/4/2018,2018,Rápido,FH-14575,Faustina Huerta,Cliente,São Luís,Maranhão,Brasil,Sur,TEC-CO-10003475,Tecnología,Copiadoras,HP Fotocopiadora  2,9.728,6,0%,369
4064,MX-2017-148390,30/6/2017,4/7/2017,11/7/2017,2017,Rápido,AA-10390,Arturo Anguiano,Cliente,Grajaú,Maranhão,Brasil,Sur,TEC-TE-10002675,Tecnología,Teléfonos,Apple Amplificador de señal  Tamaño completo,2.759,3,0%,772
4362,MX-2017-140550,1/10/2017,6/10/2017,13/10/2017,2017,Estándar,FV-14860,Flavio Vergara,Empresa,Santa Helena,Maranhão,Brasil,Sur,MOB-SI-10004506,Mobiliario,Sillas,SAFCO Sillón  Negro,21.420,7,0%,7283
4363,MX-2017-140550,1/10/2017,6/10/2017,13/10/2017,2017,Estándar,FV-14860,Flavio Vergara,Empresa,Santa Helena,Maranhão,Brasil,Sur,MOB-ME-10003632,Mobiliario,Mesas,Hon Mesa de madera  Montada,14.208,5,20%,3552
4950,MX-2017-146486,27/12/2017,27/12/2017,3/1/2018,2018,Mismo día,RD-20215,Ramiro Dávila,Cliente,Grajaú,Maranhão,Brasil,Sur,MAT-AL-10000423,Material de oficina,Almacenamiento,Smead Bandejas  Tamaño completo,970,3,0%,359
4951,MX-2017-146486,27/12/2017,27/12/2017,3/1/2018,2018,Mismo día,RD-20215,Ramiro Dávila,Cliente,Grajaú,Maranhão,Brasil,Sur,MAT-CA-10000979,Material de oficina,Carpetas,Avery Carpeta  Reciclado,88,1,0%,8
6610,MX-2015-157000,12/8/2015,17/8/2015,24/8/2015,2015,Rápido,IR-16360,Irati Rodríguez,Cliente,São Luís,Maranhão,Brasil,Sur,TEC-AC-10002545,Tecnología,Accesorios,Enermax Teclado  Económico,2.675,7,0%,0
6611,MX-2015-157000,12/8/2015,17/8/2015,24/8/2015,2015,Rápido,IR-16360,Irati Rodríguez,Cliente,São Luís,Maranhão,Brasil,Sur,TEC-AC-10000782,Tecnología,Accesorios,SanDisk Tarjeta de memoria  Económico,2.248,3,0%,922
6612,MX-2015-157000,12/8/2015,17/8/2015,24/8/2015,2015,Rápido,IR-16360,Irati Rodríguez,Cliente,São Luís,Maranhão,Brasil,Sur,MAT-SO-10004116,Material de oficina,Sobres,Jiffy Sobre de hebilla  Rojo,161,2,0%,70
7315,MX-2018-108357,19/4/2018,24/4/2018,1/5/2018,2018,Estándar,CD-12265,Cándido Dávila,Cliente,São Luís,Maranhão,Brasil,Sur,MAT-SU-10002115,Material de oficina,Suministros,Kleencut Abrecartas  Rectangular,317,2,0%,108
7316,MX-2018-108357,19/4/2018,24/4/2018,1/5/2018,2018,Estándar,CD-12265,Cándido Dávila,Cliente,São Luís,Maranhão,Brasil,Sur,TEC-AC-10002985,Tecnología,Accesorios,SanDisk Memoria USB  Negro,530,2,0%,10
7317,MX-2018-108357,19/4/2018,24/4/2018,1/5/2018,2018,Estándar,CD-12265,Cándido Dávila,Cliente,São Luís,Maranhão,Brasil,Sur,TEC-TE-10001768,Tecnología,Teléfonos,Apple Amplificador de señal  Tamaños variados,2.790,3,0%,167
7713,MX-2017-105095,27/10/2017,1/11/2017,8/11/2017,2017,Rápido,DB-13720,Dulce Beltrán,Cliente,Paço do Lumiar,Maranhão,Brasil,Sur,TEC-TE-10002678,Tecnología,Teléfonos,Apple Base de audio  Tamaño completo,3.364,3,0%,370
8945,MX-2018-137743,22/12/2018,26/12/2018,2/1/2019,2019,Estándar,BE-11800,Bautista Espino,Pequeña empresa,Buriticupu,Maranhão,Brasil,Sur,MOB-MO-10003508,Mobiliario,Mobiliario,Rubvermaid Bandeja apiladora  Surtido,336,2,0%,27
9234,MX-2016-164469,20/10/2016,25/10/2016,1/11/2016,2016,Estándar,CA-12355,Camilo Almaraz,Cliente,Pinheiro,Maranhão,Brasil,Sur,TEC-TE-10004798,Tecnología,Teléfonos,Nokia Base de audio  Al por mayor,4.449,4,0%,44
9235,MX-2016-164469,20/10/2016,25/10/2016,1/11/2016,2016,Estándar,CA-12355,Camilo Almaraz,Cliente,Pinheiro,Maranhão,Brasil,Sur,MOB-MO-10004315,Mobiliario,Mobiliario,Eldon Reloj  Duradero,2.142,6,0%,192
9901,MX-2017-168683,20/12/2017,27/12/2017,3/1/2018,2018,Estándar,KA-17365,Kristopher Altamira,Cliente,Itapecuru Mirim,Maranhão,Brasil,Sur,MOB-MO-10001238,Mobiliario,Mobiliario,Advantus Marco  Negro,3.704,5,0%,296
9902,MX-2017-168683,20/12/2017,27/12/2017,3/1/2018,2018,Estándar,KA-17365,Kristopher Altamira,Cliente,Itapecuru Mirim,Maranhão,Brasil,Sur,MOB-LI-10003976,Mobiliario,Librerías,Bush Vitrina  Metal,2.857,3,0%,0
9903,MX-2017-168683,20/12/2017,27/12/2017,3/1/2018,2018,Estándar,KA-17365,Kristopher Altamira,Cliente,Itapecuru Mirim,Maranhão,Brasil,Sur,MAT-GR-10001853,Material de oficina,Grapas,Advantus Chinchetas  Paquete de 12,260,3,0%,67
10002,US-2018-129882,24/9/2018,1/10/2018,8/10/2018,2018,Estándar,MG-18910,Mireia Garay,Pequeña empresa,Barreirinhas,Maranhão,Brasil,Sur,MAT-SO-10004029,Material de oficina,Sobres,Kraft Paquetes  Plateado,320,3,60%,-104
10005,US-2017-124737,27/6/2017,2/7/2017,9/7/2017,2017,Estándar,FA-14800,Florencio Anguiano,Empresa,Presidente Dutra,Maranhão,Brasil,Sur,MAT-SO-10003108,Material de oficina,Sobres,Jiffy Cierre adhesivo  Rojo,126,2,60%,-129
10006,US-2017-124737,27/6/2017,2/7/2017,9/7/2017,2017,Estándar,FA-14800,Florencio Anguiano,Empresa,Presidente Dutra,Maranhão,Brasil,Sur,MOB-MO-10000971,Mobiliario,Mobiliario,Deflect-O Marco  Surtido,2.055,7,60%,-2519
10007,US-2017-124737,27/6/2017,2/7/2017,9/7/2017,2017,Estándar,FA-14800,Florencio Anguiano,Empresa,Presidente Dutra,Maranhão,Brasil,Sur,MAT-SO-10003011,Material de oficina,Sobres,GlobeWeis Sobres de uso interno  Plateado,268,2,60%,-195
10008,US-2017-124737,27/6/2017,2/7/2017,9/7/2017,2017,Estándar,FA-14800,Florencio Anguiano,Empresa,Presidente Dutra,Maranhão,Brasil,Sur,MAT-SO-10002936,Material de oficina,Sobres,Jiffy Sobre de hebilla  Reciclado,59,3,60%,-78
10009,US-2017-155803,20/12/2017,26/12/2017,2/1/2018,2018,Estándar,HS-15610,Higinio Suárez,Empresa,Presidente Dutra,Maranhão,Brasil,Sur,MOB-SI-10002915,Mobiliario,Sillas,Hon Mecedora  Negro,1.367,4,60%,-410
10012,US-2018-126081,3/10/2018,8/10/2018,15/10/2018,2018,Estándar,DG-13195,Damiana Guardado,Empresa,Presidente Dutra,Maranhão,Brasil,Sur,MAT-CA-10003600,Material de oficina,Carpetas,Acco Encuadernadora  Transparente,404,3,60%,-404
10047,US-2015-121839,25/8/2015,29/8/2015,5/9/2015,2015,Estándar,NH-19240,Neftalí Herrera,Cliente,Barreirinhas,Maranhão,Brasil,Sur,MAT-AR-10002364,Material de oficina,Arte,Sanford Subrayadores  Tamaños variados,151,3,60%,-194
10049,US-2015-139150,22/10/2015,28/10/2015,4/11/2015,2015,Estándar,CA-12220,Carina Almaraz,Cliente,Presidente Dutra,Maranhão,Brasil,Sur,MAT-EL-10004947,Material de oficina,Electrodomésticos,Hoover Batidora  Blanco,254,1,60%,-172
10068,US-2015-102288,14/6/2015,18/6/2015,25/6/2015,2015,Estándar,IR-16465,Isaías Rosales,Cliente,Presidente Dutra,Maranhão,Brasil,Sur,MOB-MO-10001089,Mobiliario,Mobiliario,Tenex Bombilla  Surtido,152,3,60%,-84
10069,US-2015-102288,14/6/2015,18/6/2015,25/6/2015,2015,Estándar,IR-16465,Isaías Rosales,Cliente,Presidente Dutra,Maranhão,Brasil,Sur,MOB-SI-10002245,Mobiliario,Sillas,Office Star Silla de playa  2,2.154,14,60%,-2318
10070,US-2015-102288,14/6/2015,18/6/2015,25/6/2015,2015,Estándar,IR-16465,Isaías Rosales,Cliente,Presidente Dutra,Maranhão,Brasil,Sur,TEC-AC-10004610,Tecnología,Accesorios,Enermax Tarjeta de memoria  Negro,917,3,60%,-688
10071,US-2015-102288,14/6/2015,18/6/2015,25/6/2015,2015,Estándar,IR-16465,Isaías Rosales,Cliente,Presidente Dutra,Maranhão,Brasil,Sur,MAT-AR-10003485,Material de oficina,Arte,Binney & Smith Subrayadores  Tamaños variados,264,5,60%,-330
10074,US-2018-117121,23/1/2018,28/1/2018,4/2/2018,2018,Estándar,CA-12355,Camilo Almaraz,Cliente,Presidente Dutra,Maranhão,Brasil,Sur,MAT-PA-10004143,Material de oficina,Papel,Green Bar Recordadores  Multicolor,147,3,60%,-118
